0,Title,Enrollment,Stars,Link,Website
4988,Vue JS 2: From Beginner to Professional (includes Vuex),3957,4.3,https://www.udemy.com/course/vuejs-from-beginner-to-professional/,Udemy
4989,Absolute Beginners Introduction to Amazon Web Services (AWS),3956,3.9,https://www.udemy.com/course/absolute-aws-beginners/,Udemy
4990,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,3954,4.2,https://www.udemy.com/course/unit-testing-angularjs/,Udemy
4991,PHP for All: A Step-by-Step Guide to Programming PHP,3953,4.2,https://www.udemy.com/course/php-programming-beginners/,Udemy
4992,"Create Websites from Scratch with HTML, CSS and Javascript",3946,3.8,https://www.udemy.com/course/create-websites-from-scratch-with-html-css-and-javascript/,Udemy
4993,Complete WooCommerce Tutorial 2019-2020,3945,4.1,https://www.udemy.com/course/complete-woocommerce-tutorial/,Udemy
4994,Complete WooCommerce Tutorial 2019-2020,3945,4.1,https://www.udemy.com/course/complete-woocommerce-tutorial/,Udemy
4995,Java Basics - A Complete course for Beginners,3945,4.3,https://www.udemy.com/course/complete-java-basics-for-beginners-start-to-finish/,Udemy
4996,BDD with Selenium Webdriver and Specflow using C#,3942,4.3,https://www.udemy.com/course/bdd-with-selenium-webdriver-and-speckflow-using-c/,Udemy
4997,Modern Data Architecture using Microsoft Azure,3939,4,https://www.udemy.com/course/modern-data-architecture-using-microsoft-azure/,Udemy
4998,Java Programming THEORY Part with 1 Hour,3938,3.9,https://www.udemy.com/course/java-programming-for-complete-beginners-to-advance/,Udemy
4999,"Python 3: Project-based Python, Algorithms, Data Structures",3937,4.6,https://www.udemy.com/course/python-programming-algorithms-data-structures/,Udemy
5000,Typescript Masterclass & FREE E-Book,3936,4.4,https://www.udemy.com/course/complete-typescript-2-course/,Udemy
5001,The Complete C Course,3935,4.2,https://www.udemy.com/course/the-complete-c-course-ppa/,Udemy
5002,Responsive Web Design - Lite,3933,2.8,https://www.udemy.com/course/responsive-web-design-lite/,Udemy
5003,Responsive Web Design - Lite,3933,2.8,https://www.udemy.com/course/responsive-web-design-lite/,Udemy
5004,iOS 13 - How to Make Amazing iPhone Apps: Xcode 11 & Swift 5,3929,4.7,https://www.udemy.com/course/how-to-make-an-iphone-app-course-xcode-11-swift-5-ios-13/,Udemy
5005,Selenium WebDriver The Easy Way With Java!,3925,4.4,https://www.udemy.com/course/selenium-webdriver-the-easy-way-with-java/,Udemy
5006,Twitter Social Media:Master The Social Media App Twitter,3922,3.1,https://www.udemy.com/course/twitter-social-media/,Udemy
5007,Rust language: The Rust Programming Language for Beginners,3921,4.2,https://www.udemy.com/course/rust-programming-language/,Udemy
5008,Javascript for Beginners,3917,4.3,https://www.udemy.com/course/beginning-javascript/,Udemy
5009,"Interview Faqs & Ans: Javascript, NodeJS, ReactJS, AngularJS",3916,1.9,https://www.udemy.com/course/interview-faqs-ans-javascript-nodejs-reactjs-angularjs/,Udemy
5010,Professional iOS Chat App with Social Login using Firebase 3,3916,4.5,https://www.udemy.com/course/ios-chat-apps-with-firebase-and-social-login/,Udemy
5011,"Xamarin Forms: Develop Native iOS, Android, and Windows Apps",3916,3.3,https://www.udemy.com/course/xamarin-forms-develop-native-ios-android-windows-apps/,Udemy
5012,Python for Beginners - Learn Programming from scratch,3914,4.5,https://www.udemy.com/course/python-for-beginners-learn-programming-from-scratch/,Udemy
5013,PyQt Desktop Apps with Python,3912,4.5,https://www.udemy.com/course/pyqt-desktop-apps-with-python/,Udemy
5014,How to create Telegram bots with Python. No-Nonsense Guide,3911,3.8,https://www.udemy.com/course/the-ultimate-guide-about-creating-telegram-bots-with-python/,Udemy
5015,SQL: Reporting and Analysis for beginners,3910,4.2,https://www.udemy.com/course/sql-reporting-and-analysis-for-beginners/,Udemy
5016,Learning How To Be A Software Developer,3908,3.2,https://www.udemy.com/course/learning-how-to-be-a-software-developer/,Udemy
5017,The complete Vue JS course,3906,4.4,https://www.udemy.com/course/the-complete-vue-js-course/,Udemy
5018,Architecting with Google Kubernetes Engine 日本語版,3900,4.5,https://www.coursera.org/,Coursera
5019,Machine Learning Technical Interview,3900,3.4,https://www.udemy.com/course/mlcg-technical-interview/,Udemy
5020,Swift 5 iOS Application Developer,3900,4.5,https://www.coursera.org/,Coursera
5021,Unraveling the Cycling City,3900,4.9,https://www.coursera.org/,Coursera
5022,Apache Kafka - Real-time Stream Processing (Master Class),3899,4.6,https://www.udemy.com/course/kafka-streams-real-time-stream-processing-master-class/,Udemy
5023,Build a Social Network using Node.js and MongoDB,3899,4.6,https://www.udemy.com/course/build-a-social-network-using-nodejs-and-mongodb/,Udemy
5024,Automation framework development with Selenium C# (Advanced),3896,4.3,https://www.udemy.com/course/framework-development-with-selenium-csharp-advanced/,Udemy
5025,Wordpress for Beginners - Build a Live Website from Scratch,3896,4.1,https://www.udemy.com/course/wordpress_for_beginners/,Udemy
5026,Wordpress for Beginners - Build a Live Website from Scratch,3896,4.1,https://www.udemy.com/course/wordpress_for_beginners/,Udemy
5027,SQL Database for Beginners,3894,3.5,https://www.udemy.com/course/sql-database-for-beginners/,Udemy
5028,Introduction to JavaScript Object Notation (JSON),3890,4.3,https://www.udemy.com/course/json-training-a-javascript-object-notation-course/,Udemy
5029,Symfony 4 & 5 Web Development Guide: Beginner To Advanced,3890,4.3,https://www.udemy.com/course/symfony-4-web-development-from-beginner-to-advanced/,Udemy
5030,Cloud Security with AWS and Microsoft Azure,3889,3.3,https://www.udemy.com/course/cloud-security-with-aws-and-microsoft-azure/,Udemy
5031,Learn beginner Python using football/soccer-only projects,3889,4.3,https://www.udemy.com/course/learn-beginner-python-using-football-projects-examples/,Udemy
5032,"React & Django Full Stack: web app, backend API, mobile apps",3887,4.4,https://www.udemy.com/course/react-django-full-stack/,Udemy
5033,"iOS 9 Swift 2, Basics to Pro, 25 Projects, 20 Apps, 7 Games",3885,3.7,https://www.udemy.com/course/ios-swift-basic-to-pro-learn-by-making-20-apps-in-ios8/,Udemy
5034,Word add-in using c# vsto and web types,3882,3.1,https://www.udemy.com/course/word-add-in-using-c-vsto-and-web-types/,Udemy
5035,3D Programming with JavaScript and the Three.js 3D Library,3880,4.3,https://www.udemy.com/course/3d-programming-with-javascript-and-the-threejs-3d-library/,Udemy
5036,Python - A 3-step process to Master Python 3 + Coding Tips™,3880,4.5,https://www.udemy.com/course/python-a-3-step-process-to-master-python-plus-coding-tips/,Udemy
5037,C++ in Detail: Common Idioms,3873,4.3,https://www.udemy.com/course/cpp-in-detail-common-idioms/,Udemy
5038,TensorFlow 2.0 Practical Advanced,3873,4.3,https://www.udemy.com/course/tensorflow-2-practical-advanced/,Udemy
5039,Design Patterns with C++,3869,2.6,https://www.udemy.com/course/design-patterns-c/,Udemy
5040,Web Application Technology Stack,3868,3.7,https://www.udemy.com/course/web-application-development-technology-stack/,Udemy
5041,Creating PHP Clean URL's for an Awesome CMS Blog Application,3865,3.2,https://www.udemy.com/course/creating-php-clean-urls-in-apache-with-htaccess/,Udemy
5042,Learn Assembly Language by Making Games for the Atari 2600,3864,4.7,https://www.udemy.com/course/programming-games-for-the-atari-2600/,Udemy
5043,JSON in Action: Build JSON-Based Applications,3860,4.3,https://www.udemy.com/course/json-in-action/,Udemy
5044,Learn Manual Testing:basics for beginners,3859,4.1,https://www.udemy.com/course/learn-manual-testing/,Udemy
5045,The Ultimate Complete WordPress Beginners Master Guide,3859,3.6,https://www.udemy.com/course/wordpress-complete-beginners-master-guide/,Udemy
5046,SQL & PostgreSQL: From Beginner to Pro in 2020,3857,4.2,https://www.udemy.com/course/sql-postgresql-from-beginner-to-pro/,Udemy
5047,Salesforce Lightning Framework,3854,4.3,https://www.udemy.com/course/salesforce-lightning-framework/,Udemy
5048,JAVA — From Zero to Hero: Complete Java Course For Beginners,3850,3.7,https://www.udemy.com/course/javacourse/,Udemy
5049,Epic Construct 2 Course: Complete 60 Beginner Games!,3847,3.7,https://www.udemy.com/course/the-complete-game-developer-course-build-60-games/,Udemy
5050,Intermediate iOS - Get Job Ready with Swift 2,3845,4.1,https://www.udemy.com/course/intermediate-ios/,Udemy
5051,Certification Node Course For Beginner,3844,2.7,https://www.udemy.com/course/nodejs-for-absolute-beginners-may-2020-edition/,Udemy
5052,Linear Models In Machine Learning,3843,2.8,https://www.udemy.com/course/learn-machine-learning-from-scratch-j/,Udemy
5053,Linear Models In Machine Learning,3843,2.8,https://www.udemy.com/course/learn-machine-learning-from-scratch-j/,Udemy
5054,The Ultimate PHP Training Bundle for Beginner to Advanced,3843,4,https://www.udemy.com/course/the-ultimate-php-training-course/,Udemy
5055,How to design & develop REST microservices in Golang (Go),3837,4.7,https://www.udemy.com/course/golang-how-to-design-and-build-rest-microservices-in-go/,Udemy
5056,SQL Server Performance Tuning Part 2,3835,4.2,https://www.udemy.com/course/sql-server-performance-tuning-part-2/,Udemy
5057,TestNG Complete Bootcamp For Beginners - Novice To Ninja,3833,4.5,https://www.udemy.com/course/testng-complete-bootcamp/,Udemy
5058,SOLID Principles of Object-Oriented Design and Architecture,3830,4.5,https://www.udemy.com/course/solid-principles-object-oriented-design-architecture/,Udemy
5059,"Make A Responsive Website Project #1: CSS, HTML & Javascript",3827,4.3,https://www.udemy.com/course/make-a-bootstrap-website-project-2-css-html-javascript/,Udemy
5060,"SwiftUI - Learn How to Build Beautiful, Robust, Apps",3826,4.6,https://www.udemy.com/course/swiftui-course/,Udemy
5061,"Build a Professional, Responsive Business WP Website: FAST!",3824,3.5,https://www.udemy.com/course/professionalwebdesign/,Udemy
5062,Form Submission Application using Google Suite Google Script,3823,4.3,https://www.udemy.com/course/google-script-form/,Udemy
5063,C Programming for Beginners,3822,3.1,https://www.udemy.com/course/basic-c-programming-for-beginners/,Udemy
5064,Git Crash Course: Getting Started with Git and GitHub,3822,4.6,https://www.udemy.com/course/git-crash-course-getting-started-with-git-and-github/,Udemy
5065,How to make 20 games without coding in Construct 2!,3818,4,https://www.udemy.com/course/how-to-make-20-games-without-coding-and-earn-passive-income/,Udemy
5066,How To Make A Business Website In 1 Day With Wix FAST & EASY,3817,3.7,https://www.udemy.com/course/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,Udemy
5067,How to create HTML Forms,3816,3.7,https://www.udemy.com/course/how-to-create-html-forms/,Udemy
5068,OCA Java SE 7 Programmer (OCAJP) Exam 1ZO-803 Part 1 of 3,3814,4.1,https://www.udemy.com/course/oca-javase7-part1/,Udemy
5069,JavaScript in Action 3 useful code components,3813,4.4,https://www.udemy.com/course/code-javascript-course/,Udemy
5070,Master Your 2019 Front-end Web Development Skills,3810,3.9,https://www.udemy.com/course/master-your-2019-front-end-web-development-skills/,Udemy
5071,WebdriverIO - Selenium Webdriver using Node.js & More!,3810,4.4,https://www.udemy.com/course/automation-testing-javascript-webdriverio-selenium-more/,Udemy
5072,Object Oriented Programming Bootcamp 2020 - OOP in Python 3,3809,4.7,https://www.udemy.com/course/oop-in-python-3/,Udemy
5073,SQLite For Beginners - Learn SQL from Scratch,3809,3.1,https://www.udemy.com/course/sqlite-for-beginners-learn-sql-from-scratch/,Udemy
5074,Master React Native Animations,3801,4.6,https://www.udemy.com/course/master-react-native-animations/,Udemy
5075,Good with Words: Writing and Editing,3800,4.6,https://www.coursera.org/,Coursera
5076,The Ultimate LINQ with C# Masterclass - Basics to Advanced,3799,4.4,https://www.udemy.com/course/the-ultimate-linq-with-csharp-masterclass-basics-to-advanced/,Udemy
5077,Interactive Beginners Guide to MATLAB,3798,4.6,https://www.udemy.com/course/matlab-programming/,Udemy
5078,Quick Start Guide Node JS for Beginners Getting started,3798,4.4,https://www.udemy.com/course/node-js-course/,Udemy
5079,Quick Start Guide Node JS for Beginners Getting started,3798,4.4,https://www.udemy.com/course/node-js-course/,Udemy
5080,Advanced Algorithms in Java,3797,4.2,https://www.udemy.com/course/advanced-algorithms-using-java/,Udemy
5081,Mercurial - Mastering Version Control Systems with Mercurial,3797,3.2,https://www.udemy.com/course/mercurial-mastering-version-control-systems-with-mercurial/,Udemy
5082,Building Reports with SQL Server Reporting Services (SSRS),3794,4.1,https://www.udemy.com/course/building-reports-with-sql-server-reporting-services-ssrs/,Udemy
5083,Deploy Machine Learning & NLP Models with Dockers (DevOps),3792,4.2,https://www.udemy.com/course/deploy-data-science-nlp-models-with-docker-containers/,Udemy
5084,Learn the basics of the Web development: Coding Tactics,3791,4.2,https://www.udemy.com/course/learn-the-basics-of-the-web-development-in-2-hours/,Udemy
5085,SQL: Master SQL With PhpMyAdmin and MYSQL Engine,3790,4.6,https://www.udemy.com/course/sql-master-sql-with-phpmyadmin-and-mysql-engine/,Udemy
5086,SQL Made Simple: SQL Server Queries for Non-Programmers,3788,4.2,https://www.udemy.com/course/learn-sql/,Udemy
5087,SHOPIFY: Open your own online store with Aliexpress products,3785,3.4,https://www.udemy.com/course/shopify-open-your-own-online-store-with-aliexpress-products/,Udemy
5088,Develop Your First App in an Hour,3782,4.5,https://www.udemy.com/course/develop-your-first-app-in-an-hour/,Udemy
5089,Complete Python Class 2020: From Beginner To Pro,3780,3.5,https://www.udemy.com/course/complete-python-class-from-beginner-to-pro/,Udemy
5090,Swift 2 Basics: Learn to Code the Right Way,3780,4.4,https://www.udemy.com/course/learn-swift-programming/,Udemy
5091,The Advanced Xamarin Developer Masterclass,3780,4.3,https://www.udemy.com/course/the-advanced-xamarin-developer-masterclass/,Udemy
5092,Python Programming For Everyone,3779,4,https://www.udemy.com/course/python-programming-for-everyone/,Udemy
5093,Develop Full iOS Instagram Clone App in Swift & Xcode,3777,4.2,https://www.udemy.com/course/create-instagram-swift-xcode/,Udemy
5094,Learn C++ in Less than 4 Hours - for Beginners,3777,4.1,https://www.udemy.com/course/learn-c-plus-plus-in-less-than-4-hours-for-beginners/,Udemy
5095,"Architect Android apps with MVP, Dagger, Retrofit & RxJava",3776,3.8,https://www.udemy.com/course/architect-android-apps-with-mvp-pattern-rxjava-dagger-retrofit-junit/,Udemy
5096,Django 3: Beginners Guide to Build a betting prototype.,3776,4.1,https://www.udemy.com/course/django-3-beginners-guide-to-build-a-betting-prototype/,Udemy
5097,Django 3: Beginners Guide to Build a betting prototype.,3776,4.1,https://www.udemy.com/course/django-3-beginners-guide-to-build-a-betting-prototype/,Udemy
5098,JavaScript : Understanding all the parts,3772,4.1,https://www.udemy.com/course/javascript-tutorial-video/,Udemy
5099,Learn CSS Transition and Animation,3771,4.3,https://www.udemy.com/course/css-transition-and-animation/,Udemy
5100,PHP: Complete Login and Registration System with PHP & MYSQL,3770,3.4,https://www.udemy.com/course/php-complete-login-and-registration-system-with-php-mysql/,Udemy
5101,Build a Stock Market Web App With Node and Javascript,3769,4.2,https://www.udemy.com/course/build-a-stock-market-web-app-with-node-and-javascript/,Udemy
5102,DevOps Toolkit: Learn Kubernetes with Practical Exercises!,3769,4.5,https://www.udemy.com/course/learn-kubernetes-using-google-cloud-gcp-kubernetes-engine/,Udemy
5103,Advanced Automation Testing with Quick Test Pro (QTP) or UFT,3767,3.8,https://www.udemy.com/course/automation-testing-using-quick-test-pro-qtp-training/,Udemy
5104,Learn Python Django From Scratch,3767,3.8,https://www.udemy.com/course/learn-python-django-from-scratch/,Udemy
5105,The Ultimate In-app Purchases Guide for iOS13 and Swift 5.1,3746,3.4,https://www.udemy.com/course/the-ultimate-in-app-purchases-guide-for-ios10-and-swift-3/,Udemy
5106,MultiThreading In Python,3745,3.7,https://www.udemy.com/course/multithreading-in-python/,Udemy
5107,Hands-on with AWS RDS,3744,3.8,https://www.udemy.com/course/hands-on-with-aws-rds/,Udemy
5108,JavaScript Core fundamentals Learn JavaScript Here Code ES6,3743,4.4,https://www.udemy.com/course/javascript-code-course/,Udemy
5109,sql server tutorial,3743,4.8,https://www.udemy.com/course/sql-server-sql/,Udemy
5110,Oracle Database Administration Workshop ( 12c and Higher),3740,4.6,https://www.udemy.com/course/oracle-database-administration-certified-associate-1z0-072/,Udemy
5111,The Complete Guide to Advanced React Component Patterns,3740,4.5,https://www.udemy.com/course/the-complete-guide-to-advanced-react-patterns/,Udemy
5112,Learn By Example: jQuery,3738,4.2,https://www.udemy.com/course/learn-by-example-jquery/,Udemy
5113,Microsoft SQL Server 2012 Certification Training Exam 70-463,3738,4.1,https://www.udemy.com/course/microsoft-sql-server-2012-certification-training-exam-70-463/,Udemy
5114,"The React practice course, learn by building projects.",3737,4.5,https://www.udemy.com/course/the-react-practice-course-learn-by-building-projects/,Udemy
5115,The Ultimate 2019 Deep Learning & Machine Learning Bootcamp,3737,4.3,https://www.udemy.com/course/deep-learning-machine-learning-bootcamp/,Udemy
5116,Bootstrap 4 Beginners: Code a Responsive Landing Page,3736,4.4,https://www.udemy.com/course/bootstrap-4-beginners-code-a-responsive-landing-page/,Udemy
5117,Learn SOLID principles with C#,3735,3.9,https://www.udemy.com/course/marutisolid/,Udemy
5118,Learn SOLID principles with C#,3735,3.9,https://www.udemy.com/course/marutisolid/,Udemy
5119,C++ for beginners : Learn in 2 hours,3732,3.7,https://www.udemy.com/course/c-tutorial-for-beginners-learn-basics-of-c/,Udemy
5120,Top Ruby and Javascript Programming Bundle,3732,4.5,https://www.udemy.com/course/ruby-and-javascript-programming-bundle/,Udemy
5121,Introduction to Database Management Systems (DBMS),3731,3.6,https://www.udemy.com/course/introduction-to-database-management-systems-dbms/,Udemy
5122,Complete Unity 2018 - Coding Games in C#,3728,3.9,https://www.udemy.com/course/complete-guide-to-making-2d-games-in-unity/,Udemy
5123,The Complete E-Commerce Bootcamp - Build a Shopify Shop,3720,4,https://www.udemy.com/course/ecommerce-for-beginners-become-a-shopify-master-today/,Udemy
5124,Create Java API's fast and simple,3716,3.9,https://www.udemy.com/course/create-java-apis-fast-and-simple/,Udemy
5125,Android 5.0 Lollipop - Essential Training,3707,4.2,https://www.udemy.com/course/android-50-lollipop-essential-training/,Udemy
5126,Core java for Automation Testers + Interview Programs,3706,4.6,https://www.udemy.com/course/core-java-tutorials/,Udemy
5127,CSSCasts; CSS libraries Plugins Tips & Tricks 2020,3704,4.2,https://www.udemy.com/course/csscasts-css-libraries-plugins-tips-tricks-for-developers/,Udemy
5128,Redux in Angular (2 and 4+),3704,4.3,https://www.udemy.com/course/redux-in-angular/,Udemy
5129,Complete Java Developer Bootcamp,3701,3.7,https://www.udemy.com/course/complete-java-developer-bootcamp/,Udemy
5130,The Complete Job Control Language (JCL) Course.,3701,4.4,https://www.udemy.com/course/the-complete-job-control-language-jcl-course/,Udemy
5131,Android App Development For Beginners With FREE Software,3700,2.4,https://www.udemy.com/course/android-app-development-for-beginners/,Udemy
5132,Learn Angular JS for Beginners,3700,4.2,https://www.udemy.com/course/learn-angular-js-for-beginners/,Udemy
5133,Java Sorting Algorithms for Newbs,3697,4.9,https://www.udemy.com/course/java-sorting-algorithms-for-newbs/,Udemy
5134,Reactive JS: Are you ready for the next big paradigm shift?,3697,4.5,https://www.udemy.com/course/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,Udemy
5135,"Android P - Programming, Development and Certification",3693,4.2,https://www.udemy.com/course/android-p-programming-development-and-certification/,Udemy
5136,PHP For Beginners: Ultimate Web Development Course,3688,3.2,https://www.udemy.com/course/php-development-for-beginners/,Udemy
5137,Perl for Beginners: Learn A to Z of Perl Scripting Hands-on,3686,4.2,https://www.udemy.com/course/perl-for-beginners/,Udemy
5138,Apache Spark 2.0 + Java : DO Big Data Analytics & ML,3684,4.2,https://www.udemy.com/course/apache-spark-20-java-do-big-data-analytics-ml/,Udemy
5139,Mastering Go Programming,3683,4.4,https://www.udemy.com/course/mastering-go-programming/,Udemy
5140,Regression Analysis for Statistics & Machine Learning in R,3683,4.4,https://www.udemy.com/course/regression-analysis-for-statistics-machine-learning-in-r/,Udemy
5141,Python Crash Course,3682,4.5,https://www.udemy.com/course/python-crash-course/,Udemy
5142,The Complete Python/PostgreSQL Course 2.0,3679,4.5,https://www.udemy.com/course/the-complete-python-postgresql-developer-course/,Udemy
5143,The Complete Python/PostgreSQL Course 2.0,3679,4.5,https://www.udemy.com/course/complete-python-postgresql-database-course/,Udemy
5144,Design Patterns in JavaScript,3678,4.3,https://www.udemy.com/course/design-patterns-javascript/,Udemy
5145,"Text Mining, Scraping and Sentiment Analysis with R",3676,4,https://www.udemy.com/course/r-social-media-mining-scraping-with-twitter/,Udemy
5146,Create Your First React Native App,3671,4.4,https://www.udemy.com/course/create-your-first-react-native-app/,Udemy
5147,The Complete iOS9 Developer Course - Build 50 Swift Apps,3670,4.8,https://www.udemy.com/course/the-complete-ios9-developer-course-build-50-swift-apps/,Udemy
5148,Algorithms and Data Structures in C#: Complete Tutorial,3668,4.1,https://www.udemy.com/course/algorithms-data-structures-csharp/,Udemy
5149,Java Coding Challenge Bootcamp: 2020,3668,3.8,https://www.udemy.com/course/java-coding-challenge-bootcamp/,Udemy
5150,SQL Fundamentals for beginners,3667,4.1,https://www.udemy.com/course/sql-fundamentals-for-beginners/,Udemy
5151,From 0 to 1: The Oozie Orchestration Framework,3666,4,https://www.udemy.com/course/from-0-to-1-the-oozie-orchestration-framework/,Udemy
5152,QC101 Quantum Computing & Quantum Physics for Beginners,3666,4.5,https://www.udemy.com/course/qc101-introduction-to-quantum-computing-quantum-physics-for-beginners/,Udemy
5153,Hacking with macOS - Build 18 Desktop Apps with Swift 5,3665,4.5,https://www.udemy.com/course/hacking-with-macos-and-swift4/,Udemy
5154,Devtools Pro: Beginner to Expert w/ Chrome Developer Tools,3662,4.2,https://www.udemy.com/course/master-google-chrome-developer-tools/,Udemy
5155,"Asynchronous JavaScript: Promises, Callbacks, Async Await",3659,4.6,https://www.udemy.com/course/asynchronous-javascript-promises-callbacks-async-await/,Udemy
5156,Creational Design Patterns in Java,3657,3.8,https://www.udemy.com/course/java-design-patterns-creational/,Udemy
5157,Embedded Systems Bare-Metal Programming Ground Up™ (STM32),3655,4.4,https://www.udemy.com/course/embedded-systems-bare-metal-programming/,Udemy
5158,Create eCommerce Website - Online Shop with Wordpress 2020,3654,4.2,https://www.udemy.com/course/ecommerce-website-with-wordpress/,Udemy
5159,Complete Python 3 Programming Bootcamp: Beginner to Advanced,3652,4.4,https://www.udemy.com/course/complete-python-programming-course-beginner-to-advanced/,Udemy
5160,Learn C Programming,3651,3.4,https://www.udemy.com/course/learn-c-programming/,Udemy
5161,Become a Python Data Analyst,3650,4.3,https://www.udemy.com/course/become-a-python-data-analyst/,Udemy
5162,The WpFASTER WordPress Speed Optimization Master Course,3642,4.5,https://www.udemy.com/course/make-your-wordpress-sites-fastest-in-world/,Udemy
5163,Azure DevOps Repos with GIT and Visual Studio for Developers,3639,4.6,https://www.udemy.com/course/azure-devops-repos-with-git-and-visual-studio-for-developers/,Udemy
5164,Do you want to Be Data Scientist /Machine Learning Engineer?,3636,4.3,https://www.udemy.com/course/do-you-want-to-be-data-scientist-machine-learning-engineer/,Udemy
5165,Fundamentals of Decision Trees in Machine Learning,3632,3.5,https://www.udemy.com/course/fundamentals-of-machine-learning/,Udemy
5166,Coding Challenge in C Programming,3631,4.5,https://www.udemy.com/course/coding-challenge-in-c-programming/,Udemy
5167,Coding Challenge in C Programming,3631,4.5,https://www.udemy.com/course/coding-challenge-in-c-programming/,Udemy
5168,Complete IntelliJ IDEA 2019 course for beginners,3630,3.3,https://www.udemy.com/course/complete-intellij-idea-2019-course/,Udemy
5169,How to Create a WordPress Website from Scratch,3627,4.3,https://www.udemy.com/course/how-to-create-a-wordpress-website-from-scratch/,Udemy
5170,Learn HTML5 Canvas for beginners,3626,3.9,https://www.udemy.com/course/learn-html5-canvas-for-beginners/,Udemy
5171,Learn HTML5 Canvas for beginners,3626,3.9,https://www.udemy.com/course/learn-html5-canvas-for-beginners/,Udemy
5172,Apple Watch Development,3625,3.6,https://www.udemy.com/course/complete-apple-watch-dev-course-learn-by-building-apps/,Udemy
5173,CDI/CD with TeamCity From Beginner to Advanced,3620,4.1,https://www.udemy.com/course/teamcity-2017-build-and-deploy-the-modern-way/,Udemy
5174,OpenAPI: Beginner to Guru,3619,4.5,https://www.udemy.com/course/openapi-beginner-to-guru/,Udemy
5175,Selenium Webdriver course with Java for Beginners,3613,4.5,https://www.udemy.com/course/selenium-webdriver-course-with-java-for-beginners-with-java/,Udemy
5176,Learn By Example : Apache Flink,3612,3.2,https://www.udemy.com/course/learn-by-example-apache-flink/,Udemy
5177,Ionic 3 Apps for WooCommerce: Build an eCommerce Mobile App,3611,4.4,https://www.udemy.com/course/ionic-3-apps-for-woocommerce-build-an-ecommerce-mobile-app/,Udemy
5178,190+ Android Interview Questions,3610,4,https://www.udemy.com/course/a-z-guide-to-android-interview-success/,Udemy
5179,R Programming for Simulation and Monte Carlo Methods,3610,4.3,https://www.udemy.com/course/r-programming-for-simulation-and-monte-carlo-methods/,Udemy
5180,ROS For Beginners,3610,4.5,https://www.udemy.com/course/ros-for-beginners/,Udemy
5181,How To Make an eCommerce Website With Wordpress + Elementor,3609,4.1,https://www.udemy.com/course/how-to-make-an-ecommerce-website-with-wordpress-elementor/,Udemy
5182,"6 Ways To Make An Android, iPhone App With No Coding Skills",3606,4.5,https://www.udemy.com/course/how-to-create-a-mobile-app-if-you-dont-know-how-to-code/,Udemy
5183,Make a Tetris-style Puzzler in Unity,3606,4.7,https://www.udemy.com/course/make-a-tetris-style-puzzler-in-unity/,Udemy
5184,Develop an iOS game with Cocos 2D Game Development Framework,3605,4.4,https://www.udemy.com/course/ios-game-development-with-cocos-2d-game-development-framework/,Udemy
5185,TensorFlow 2.0 Practical,3605,4.4,https://www.udemy.com/course/tensorflow-2-practical/,Udemy
5186,WordPress For Beginners | No Coding Required,3605,4.6,https://www.udemy.com/course/wordpress-for-beginners-no-coding-required/,Udemy
5187,SQL/ETL Developer - T-SQL/Stored Procedures/ETL/SSIS,3604,3.7,https://www.udemy.com/course/sqletl-developer-t-sqlstored-proceduresetlssis/,Udemy
5188,Automatically Extract Data From Any website,3603,4.1,https://www.udemy.com/course/automatically-get-data-from-any-website-using-php-jquery/,Udemy
5189,Automatically Extract Data From Any website,3603,4.1,https://www.udemy.com/course/automatically-get-data-from-any-website-using-php-jquery/,Udemy
5190,GameMaker Studio 2 - The Complete Guide,3602,3.1,https://www.udemy.com/course/gamemaker-studio-2-the-complete-guide/,Udemy
5191,Master Qt5 GUI for python fundamentals 2019,3602,3.9,https://www.udemy.com/course/master-qt5-gui-for-python-fundamentals-2019/,Udemy
5192,Global Financing Solutions  (by EDHEC and Société Générale),3600,4.6,https://www.coursera.org/,Coursera
5193,MySQLi For Beginners,3596,4,https://www.udemy.com/course/php-and-mysqli/,Udemy
5194,Python GUI and Gaming 101 with Tkinter,3595,3.6,https://www.udemy.com/course/pythongui/,Udemy
5195,The Complete E-Commerce Web Developer Course 5.0,3595,4,https://www.udemy.com/course/e-commerce-web-developer-course/,Udemy
5196,PhoneGap Development for Absolute Beginners,3591,4.3,https://www.udemy.com/course/phonegap-development-for-absolute-beginners/,Udemy
5197,Selenium for Entrepreneurs: How to Use This Automation Tool,3591,3.7,https://www.udemy.com/course/selenium-for-entrepreneurs/,Udemy
5198,Core Java Interview Questions - Preparation Bootcamp,3589,3.5,https://www.udemy.com/course/core-java-interview-bootcamp-q/,Udemy
5199,How to Build Chatbots: From Beginner to Intermediate,3589,3.5,https://www.udemy.com/course/how-to-build-chats-bots-from-beginner-to-expert/,Udemy
5200,JavaScript Algorithms,3589,4.9,https://www.udemy.com/course/javascript-algorithms/,Udemy
5201,Node.js - The Complete RESTful API Masterclass (2020),3588,4.4,https://www.udemy.com/course/build-restful-api-in-nodejs/,Udemy
5202,Google Script How to Update Google Sheet data from a web App,3587,4.1,https://www.udemy.com/course/google-script-course/,Udemy
