index,Title,Summary,Enrollment,Stars,Link,Website
2625,Java/Apache Maven: Stop Building Java Programs the Hard Way!,Apache Maven: Secrets of Building and Managing Java and Java Spring Projects. Learn to use the Java Build Tool.,8891,4.2,https://www.udemy.com/course/apachemaven/,Udemy
2626,Learn WCF And Web APIs From Scratch,Learn how to develop services using WCF and Web APIs.,8890,4.3,https://www.udemy.com/course/learn-wcf-and-web-apis-from-scratch/,Udemy
2627,JSON Faster Sleeker & Easier Discover the benefits learn it,Learn how to use JSON the leading language-independent data format on the web Human-readable text to transmit data APIs,8889,4,https://www.udemy.com/course/introduction-to-json-javascript-object-notation-tutorial/,Udemy
2628,Web Security and Hacking for Beginners,One Month Web Security,8885,4.2,https://www.udemy.com/course/one-month-web-security/,Udemy
2629,Android Studio Course. Build Apps. Android 6.0 Marshmallow,Android tutorial for all level students. Learn creating different Apps from scratch. Build Apps. With captions,8879,4,https://www.udemy.com/course/android-tutorial-from-beginner-to-professional/,Udemy
2630,The Complete Regular Expressions Course with Exercises 2020,Learn All Regular Expressions for PHP Javascript Python Java Ruby Perl and Unix systems with exercises from scratch.,8876,4.5,https://www.udemy.com/course/the-complete-regular-expressions-course-with-exercises-for-beginners/,Udemy
2631,Agile Business Analysis: Getting / Writing Lean Requirements,"Business Analysis Techniques for Discovering Requirements, User Stories, Features, and Gherkin (Given-When-Then) Tests",8869,4.3,https://www.udemy.com/course/getting-and-writing-it-requirements-in-a-lean-agile-world/,Udemy
2632,Introduction to QA Software Testing Professionalism,Learn QA SW Testing concept and decide if Quality Assurance Testing career is for you,8868,3.7,https://www.udemy.com/course/introduction-to-sw-qa-testing-professionalism/,Udemy
2633,SAP ABAP Training - in Plain English,ABAP for absolute beginners - No Programming knowledge required,8866,4.4,https://www.udemy.com/course/sap-abap-training/,Udemy
2634,SQL Interview Questions - 156 Quiz Questions & Answers,"Walk in confidently, knowing exactly what types of SQL questions you’ll be asked. Extracted from REAL candidates.",8858,3.5,https://www.udemy.com/course/sql-interview-questions-with-answers/,Udemy
2635,Angular Router In Depth,Build large-scale Angular 10 Single Page Applications (SPAs) with the powerful Angular Router,8854,4.8,https://www.udemy.com/course/angular-router-course/,Udemy
2636,MongoDB for Beginners - Fast track,Learn to use MongoDB fast and easily with Edwin Diaz,8849,4.1,https://www.udemy.com/course/mongodb-for-beginners-fast-track/,Udemy
2637,Web Design Business Series Part 1 Your First Website,Start your own web design / web development business and be independent. Have your own flexible work hours and no boss,8846,3.6,https://www.udemy.com/course/web-design-business-series-part-1-your-first-website/,Udemy
2638,Web Design Business Series Part 1 Your First Website,Start your own web design / web development business and be independent. Have your own flexible work hours and no boss,8846,3.6,https://www.udemy.com/course/web-design-business-series-part-1-your-first-website/,Udemy
2639,Selenium WebDriver with C# for Beginners + Live Testing Site,Selenium is the most popular tool to test websites! Join me and hundreds of students to learn Selenium Webdriver!,8841,4.3,https://www.udemy.com/course/seleniumqa/,Udemy
2640,Angular Step by Step for beginners,This course teaches Angular from basic to advanced level by creating a Customer data entry project.,8829,4.5,https://www.udemy.com/course/angular-tutorial/,Udemy
2641,"Docker, From Zero To Hero: Become a DevOps Docker Master",Become a Docker DevOps Master by learning from scratch the technology that is changing the world with containers!,8821,4.6,https://www.udemy.com/course/docker-from-zero-to-hero/,Udemy
2642,SQL Tutorial: Learn SQL with MySQL Database -Beginner2Expert,"Learn SQL and Database Development to work effectively in DBMS like MySQL, SQL Server, Oracle, PostgreSQL, DB2 etc.",8820,4.4,https://www.udemy.com/course/sql-tutorial-learn-sql-with-mysql-database-beginner2expert/,Udemy
2643,Fundamentals of JavaScript! [May 2020 Edition],Learn to code in JavaScript from scratch. A hands on guide for learning JavaScript.,8810,2.1,https://www.udemy.com/course/fundamentals-of-javascript-may-2020-edition/,Udemy
2644,Java A-Z™ : Learn java within 8 hours,"Never underestimate power of ""Java"",Make real world projects by just enrolling into this course!!",8806,4.4,https://www.udemy.com/course/java-a-z-become-masterclass-for-java-easy-jobs/,Udemy
2645,Complete C# programming Fundamentals With Example Projects,Master fundamentals of C# programming from beginner to advance & build your C# programming skill with sample projects,8801,4.2,https://www.udemy.com/course/complete-c-sharp-programming-fundamentals-with-example-projects-n/,Udemy
2646,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,8800,4.5,https://www.coursera.org/,Coursera
2647,Patient Safety,Johns Hopkins University,8800,4.8,https://www.coursera.org/,Coursera
2648,Soporte de Tecnologías de la Información de Google,Crece con Google,8800,4.9,https://www.coursera.org/,Coursera
2649,HP UFT - Basic to Intermediate,Automation testing with HP Unified Functional Testing,8799,4.4,https://www.udemy.com/course/hp-uft-qtp-latest-version/,Udemy
2650,"iOS 11, Swift 4 become professional iOS developer","iOS 11, Machine Learning (Core ML), shopping, e-commerce, Swift 4",8799,4.7,https://www.udemy.com/course/ios-11-swift-4-become-professional-ios-developer/,Udemy
2651,Solidity Programming - Build a Decentralised Blockchain App,Master Solidity Programming and Build a Decentralised Blockchain Application hands-on,8787,3.1,https://www.udemy.com/course/solidity-programming-build-a-decentralised-blockchain-app/,Udemy
2652,Android Game Development Tutorial,"Start building an Android Game by writing code in Java, without using any 3rd party Game Engine",8773,4.3,https://www.udemy.com/course/android-game-development-tutorial/,Udemy
2653,Master Network Automation with Python for Network Engineers,"Real-Life Hands-On Python and Ansible Automation: Netmiko, Paramiko, Napalm, Telnet, Ansible, Cisco, Arista, Linux etc",8773,4.6,https://www.udemy.com/course/master-python-network-automation-for-network-engineers/,Udemy
2654,Complete guide to ASP.NET Core MVC (v3.1),"Build real world application using ASP.NET Core MVC, Entity Framework Core and ASP.NET Core Identity.",8771,4.4,https://www.udemy.com/course/complete-aspnet-core-21-course/,Udemy
2655,Mathematics for Computer Games Development using Unity,"A Beginner's Guide to Essential Mathematics, Data Structures and Algorithms used in Game Programming applied in Unity",8764,4.7,https://www.udemy.com/course/games_mathematics/,Udemy
2656,SQL Server Administration Part 2,"Learn how to optimize, improve performance, review and analysis statistics, use monitoring tools, and create indexes",8763,4.6,https://www.udemy.com/course/sql-server-administration-part-2/,Udemy
2657,Android Development for Beginners: Your first app in 2 hours,Learn Android app development step-by-step from hands-on senior android developer,8758,3.9,https://www.udemy.com/course/android_development_for_beginners/,Udemy
2658,Building Websites Create a fully functional Web contact form,Step by step guide on how to create a submit-able web form scratch using HTML CSS jQuery Bootstrap and PHP,8758,4.2,https://www.udemy.com/course/how-to-create-a-fully-functional-web-contact-form/,Udemy
2659,Artificial Intelligence Masterclass,"Enter the new era of Hybrid AI Models optimized by Deep NeuroEvolution, with a complete toolkit of ML, DL & AI models",8752,4.3,https://www.udemy.com/course/artificial-intelligence-masterclass/,Udemy
2660,Git for Windows: Step-By-Step Mastery using Commands and GUI,"Start from nothing and master the foundation of Git source control, GitHub service, graphical clients and related tools",8752,4.1,https://www.udemy.com/course/git-for-windows/,Udemy
2661,Mastering Kotlin for Absolute Beginners,"Take your first step towards mastering Kotlin, and learn kotlin from scratch",8736,4.4,https://www.udemy.com/course/mastering-kotlin-for-absolute-beginners/,Udemy
2662,Deep Dive on Version Control System,This tutorial will help beginners learn the basic functionality of Git version control system.,8719,3.9,https://www.udemy.com/course/deep-dive-on-version-control-system/,Udemy
2663,ASP.Net Web Forms Live Project,RealTime End To End Implementation,8717,3.5,https://www.udemy.com/course/aspnet-web-app-on-3-tier-architecture/,Udemy
2664,Careers in Data Science A-Z™,"How to Become a Top Level Data Scientist - Learn What to Expect, How to be Prepared, How to Stand Out and More...",8703,4.6,https://www.udemy.com/course/careers-in-data-science-a-ztm/,Udemy
2665,Intellectual Property Law,University of Pennsylvania,8700,4.8,https://www.coursera.org/,Coursera
2666,Android Development NDK - Beginner's guide,"Android Development NDK: C++ , FFMPEG , google oboe",8697,4.1,https://www.udemy.com/course/android-development-ndk-crash-course/,Udemy
2667,Ultimate Angular Course - Learn Angular Practically,Learn Angular from scratch. Complete hands on Angular course without neglecting basics.,8688,3,https://www.udemy.com/course/ultimate-angular-course-learn-angular-practically-r/,Udemy
2668,AJAX Development,"Create Elegant, Powerful Web and Mobile Applications Using AJAX.",8683,4.5,https://www.udemy.com/course/ajax-development/,Udemy
2669,Learn Oracle SQL,Your first step to become an Oracle SQL Developer,8676,3.9,https://www.udemy.com/course/learn-oracle-sql/,Udemy
2670,Visual Basic Programming - VB.NET with Windows Forms Apps,Learn how to program with Visual Basic. Develop Your Own Apps with VB.NET Programming. Learn Windows Forms in details,8675,3.3,https://www.udemy.com/course/vbnet-the-ultimate-guide-to-vbnet-programming/,Udemy
2671,The Certification Course Of Machine Learning,Start as a beginner and go all the way to learn and understand Machine Learning.,8664,3.3,https://www.udemy.com/course/machine-learning-for-absolute-beginners-2020-edition-o/,Udemy
2672,Learn and Understand Node.js From Scratch,Start as a complete beginner and go all the way to write your own node.js code.,8649,2.3,https://www.udemy.com/course/learn-and-understand-nodejs-from-scratch/,Udemy
2673,Programming in JAVA,"A step by step Java Tutorial to Master Java Programming, a must learn guide for Java aspirants.",8641,4.7,https://www.udemy.com/course/java-by-sagar/,Udemy
2674,Python 2 Guide For Beginners,Learn some of the basics of Python from scratch,8633,3.5,https://www.udemy.com/course/the-python-course-2020-may-2020-edition/,Udemy
2675,How to use JavaScript Objects JSON AJAX explained,Quick guide to using JSON together with AJAX to create Dynamic interaction for web content,8630,3.9,https://www.udemy.com/course/how-to-use-javascript-objects-json-ajax-explained/,Udemy
2676,"Chart JS, the complete guide. ChartJS missing manual.",The Chart JS missing manual. Master how to use ChartJS and become a data visualizer with ChartJS!,8626,4.3,https://www.udemy.com/course/chart-js/,Udemy
2677,Create a Portfolio Website on Blogger - NO CODING EXPERIENCE,"Make a portfolio website without coding skills, showcase your professional skills, achievements and stand out as a pro!",8618,4.6,https://www.udemy.com/course/create-professional-portfolio-website-on-blogger-no-coding/,Udemy
2678,Functions & OOP In JavaScript In 1 Hour,Start as a complete beginner and by the end of the course learn to do javascript programming.,8617,1.9,https://www.udemy.com/course/the-ultimate-javascript-course-zero-to-hero/,Udemy
2679,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase","A down-to-earth, shy but confident take on machine learning techniques that you can put to work today",8613,4.4,https://www.udemy.com/course/from-0-1-machine-learning/,Udemy
2680,A Hands On Python 3 Course - Learn From Scratch,Learn and understand python from scratch and be able to write your own code.,8606,2.9,https://www.udemy.com/course/a-hands-on-python-3-course-learn-from-scratch/,Udemy
2681,A Hands On Python 3 Course - Learn From Scratch,Learn and understand python from scratch and be able to write your own code.,8606,2.9,https://www.udemy.com/course/a-hands-on-python-3-course-learn-from-scratch/,Udemy
2682,Make video game in unity3D,it is fun to play video games but it is better to make them,8605,3.9,https://www.udemy.com/course/make-video-game-in-unity3d/,Udemy
2683,Web Hosting Introduction: How to Publish Your Website Online,"Introductory course on web hosting, domain registration, and how you can easily publish and edit your website online.",8601,4.2,https://www.udemy.com/course/web-hosting-introduction/,Udemy
2684,"Kickstart HTML, CSS and PHP: Build a Responsive Website","Earn a professional credential learning HTML, CSS Front-End and PHP Backend Coding From Scratch",8600,4.4,https://www.udemy.com/course/html-css-and-php-build-a-responsive-websites/,Udemy
2685,Ultimate WordPress Plugin Course,"Learn how to Plan, Code and Publish WordPress Plugins in this step-by-step course by an Expert Developer",8594,4.4,https://www.udemy.com/course/wordpress-plugin-course/,Udemy
2686,Quick website with .NET CORE 3.0 and pure JavaScript,Develop quick website without razor and with pure JavaScript,8589,3.8,https://www.udemy.com/course/quick-website/,Udemy
2687,Webpack 4 in 2020: The Complete Tutorial For Beginners,"Learn Webpack 4 from the very basics to advanced! Use Webpack with JS, CSS, npm, Babel, Node",8588,4.6,https://www.udemy.com/course/webpack-from-beginner-to-advanced/,Udemy
2688,Overview Of Angular Components & Programming,A beginner's guide to learn angular programming from scratch.,8583,2.6,https://www.udemy.com/course/learn-angular-from-scratch-e/,Udemy
2689,How to build a website using WordPress,Wordpress Tutorial : Wordpress Course - Website Installation & creation Step By Step : Create A Wordpress Website,8570,4.5,https://www.udemy.com/course/how-to-build-a-website-using-wordpress-in-1-day/,Udemy
2690,"javascript : Certification practice using HTML5 , HTML, CSS3","javascript : Javascript Certification practice test Using HTML5 , HTML, CSS3 ,CSS : practice HTML5 ,CSS3",8567,4.6,https://www.udemy.com/course/javascript-certification-practice-using-html5-html-css3/,Udemy
2691,Complete SQL in VB.Net :Design Pro Database Apps in VB & SQL,"10 in 1:Data Entry App,ADO.Net ,Search SQL in VB ,multi user App,Image in SQL Server,Backup & Restore,Aggregate,Publish",8566,3.3,https://www.udemy.com/course/sql-with-vbnet-visual-basic-adonet-in-sql-server-database/,Udemy
2692,Learn Some Advanced Python Concepts,A complete beginner's guide to learn python 3 from scratch.,8557,2.6,https://www.udemy.com/course/complete-python-3-course-beginner-to-advance/,Udemy
2693,Paypal & Payment Processing: Your Safest Business Solution,"Paypal Payments: Learn Payment Gateway Integration, How to Create & Install a Payment Button For Your Online Business",8554,2.9,https://www.udemy.com/course/paypal-payment-processing/,Udemy
2694,Comprehensive Alexa Skill Development course (2018 Updated),"Learn how to develop Alexa Skills using Alexa Skills Kit (ASK). Add custom Skills to your Amazon Echo, Echo Dot devices.",8545,4.1,https://www.udemy.com/course/comprehensive-alexa-skill-development-course/,Udemy
2695,Master C# & .NET Debugging with Visual Studio 2019,This course teaches you how to use the Visual Studio that have powerful debugging features to hunt down tough bugs.,8544,4.1,https://www.udemy.com/course/c-sharp-dot-net-debugging-with-visual-studio/,Udemy
2696,Learn Structural Design Patterns in Java,The only course you need to learn structural design patterns!,8538,3.9,https://www.udemy.com/course/learn-structural-design-patterns-in-java/,Udemy
2697,The complete JavaScript developer: MEAN stack zero-to-hero,"Build full stack JavaScript apps with the MEAN stack, using Node.js, AngularJS 1.x, Express and MongoDB",8537,4.1,https://www.udemy.com/course/the-complete-javascript-developer-mean-stack-zero-to-hero/,Udemy
2698,Java Programming For Complete Beginners Using Eclipse IDE,"Learn Java Programming step-by-step, complete Java hands-on course for complete beginners using Eclipse IDE",8509,3.8,https://www.udemy.com/course/java-programming-for-complete-beginners-using-eclipse/,Udemy
2699,Quick JavaScript Core learning Course JavaScript Essentials,JavaScript in 1 hour Essentials Training learn Core JavaScript coding step by step fundamentals of JavaScript quickly,8505,4.2,https://www.udemy.com/course/quick-javascript-core-learning-course-javascript-essentials/,Udemy
2700,Teach English Now! Teaching Language Online,Arizona State University,8500,4.4,https://www.coursera.org/,Coursera
2701,Unity Game Development: Make Professional 3D Games,Learn To Code In C# And How To Create Stunning 3D Games In Unity Game Engine,8480,4.5,https://www.udemy.com/course/unity-game-development-make-professional-3d-games/,Udemy
2702,Learn Python Programming to Land up in a Job,Learn Python programming from scratch till advance topic along with application and game development to land up in a job,8468,3.6,https://www.udemy.com/course/learn-python-program/,Udemy
2703,"Learn HTML, CSS , jQuery and Bootstrap by Building Websites",Start your career as Front End Developer. Learn how to build Modern and Responsive Website Using Latest Trends - 2020,8467,4.6,https://www.udemy.com/course/learn-html-css-jquery-and-bootstrap-by-building-websites/,Udemy
2704,Modern JavaScript fundamentals for Beginners JavaScript ES6,Learn how to apply JavaScript to make your web content come to life - explore the core foundations of writing code,8457,4.1,https://www.udemy.com/course/modern-javascript-course/,Udemy
2705,"Docker - Introducing Docker Essentials, Containers, and more","Create and run Docker containers, and build multi-container applications. Compose, Networks, Swarm, Cloud, & more!",8446,4.3,https://www.udemy.com/course/docker-containers/,Udemy
2706,Learn Java8 Streams By Coding it with Hands on Example,Stream and Parallel Stream in Java8,8444,4.3,https://www.udemy.com/course/learn-java8-streams-by-coding-it-with-hands-on-example/,Udemy
2707,Learn Java8 Streams By Coding it with Hands on Example,Stream and Parallel Stream in Java8,8444,4.3,https://www.udemy.com/course/learn-java8-streams-by-coding-it-with-hands-on-example/,Udemy
2708,Google Script Create Google Docs on the fly from templates,"Google Scripts is a powerful resource with so much to offer. This course covers Google Script, drive, sheets, docs",8441,4.6,https://www.udemy.com/course/apps-script/,Udemy
2709,HDPCD:Spark using Python (pyspark),Prepare for Hortonworks HDP Certified Developer - Spark using Python as programming language,8439,3.7,https://www.udemy.com/course/hdpcd-spark-using-python-pyspark/,Udemy
2710,Kubernetes from A to Z™,"Master the best open-source system for automating deployment, scaling and managing containerized applications.",8438,4.1,https://www.udemy.com/course/kubernetes-for-beginners/,Udemy
2711,"Creating Secure Registration Form Using HTML, CSS And JS","A-Z Guidelines With Full Precticle To Create Secure Registration Form Using HTML, CSS And JavaScript",8436,3.5,https://www.udemy.com/course/creating-secure-registration-form-using-html-css-and-js/,Udemy
2712,The Ultimate PHP with MySQL Developer Course,Learn the fundamentals of PHP & MySQL with this course. It's fast and efficient.,8431,4.2,https://www.udemy.com/course/php-with-mysql-developer-course/,Udemy
2713,Make an Instagram Bot with Python,Learn to automate the process of liking and following people on Instagram,8426,3.5,https://www.udemy.com/course/make-an-instagram-bot-with-python/,Udemy
2714,Phalcon PHP Framework for Beginners,This training is a complete guide to understanding how the Phalcon Framework works right from its installation,8422,3.8,https://www.udemy.com/course/phalcon-php-framework-for-beginners/,Udemy
2715,How to Program Games: Tile Classics in JS for HTML5 Canvas,"Learn to code tile-based worlds and related core gameplay for genres like arcade, overhead racing, and puzzle adventure.",8420,4.5,https://www.udemy.com/course/how-to-program-games/,Udemy
2716,The Complete LibGDX Game Course Using Java,"Learn How To Plan, Design, And Create Your Games Using LibGDX Java's Game Development Framework",8414,4.4,https://www.udemy.com/course/the-complete-libgdx-game-course/,Udemy
2717,Master The Basics Of Python Tkinter,Full Tkinter Programming Course,8413,4.2,https://www.udemy.com/course/master-the-basics-of-tkinter/,Udemy
2718,Gatsby JS: Build PWA Blog With GraphQL And React + WordPress,Create Gatsby JS Progressive Web App With GraphQL And React + WordPress & Add Jam Stack To Your Skills,8409,4.4,https://www.udemy.com/course/gatsby-js-build-pwa-blog-with-graphql-and-react-wordpress/,Udemy
2719,Feature Engineering with Excel & Python Machine Learning,Visually learn to create Features using Excel and build Machine Learning Models using Python (Submit solution to Kaggle),8402,4.1,https://www.udemy.com/course/feature-engineering-with-excel-python-machine-learning/,Udemy
2720,Mastering Final Cut Pro,LearnQuest,8400,4.6,https://www.coursera.org/,Coursera
2721,Learn JavaScript Fundamentals,Only JavaScript Course Which Makes to you JavaScript Developer in No Time!,8393,3.4,https://www.udemy.com/course/javascript-fundamentals-with-project/,Udemy
2722,Blockchain for beginners:build certificate registration DApp,"Use Ethereum, Solidity, and Smart Contracts to build Certificate Registration DApp based on the blockchain",8387,3.3,https://www.udemy.com/course/blockchain-for-beginnersbuild-certificate-registration-dapp/,Udemy
2723,Bootstrap 4 from Scratch With Projects,Master bootstrap 4 development and learn to create responsive websites that use bootstrap's CSS grid and flexbox.,8378,4.8,https://www.udemy.com/course/bootstrap-responsive-design-tutorial/,Udemy
2724,Bash Shell Scripting Tutorial for Beginners,Learn Bash Shell Scripting to automate the frequently performed tasks,8376,4.3,https://www.udemy.com/course/bash-shell-scripting-tutorial-for-beginners/,Udemy
2725,Intro to Data Science: Your Step-by-Step Guide To Starting,"Learn the critical elements of Data Science, from visualization to databases to Python and more, in just 6 weeks!",8372,4.4,https://www.udemy.com/course/intro-to-data-science/,Udemy
2726,Complete Website Design Bootcamp! Front-End Web Development,Learn web development from scratch! Master responsive front-end web development by building a complete awesome website,8370,4.1,https://www.udemy.com/course/practical-web-developer-bootcamp-zero-to-mastery/,Udemy
2727,Getting started with JavaScript,"Learn JavaScript Variables, Loops, Functions, Conditions, Objects, Arrays and more. Intro course for Beginners",8366,3.9,https://www.udemy.com/course/javascript-code/,Udemy
2728,Step-by-step HTML and CSS for Absolute Beginners,Learn how to code HTML5 + CSS3 to create your own website in this beginner-level course. No coding experience required!,8366,4.6,https://www.udemy.com/course/step-by-step-html-and-css-for-absolute-beginners/,Udemy
2729,JavaScript from Beginner to Expert,"Become a JavaScript expert in 30 days, even if you are a JS beginner. Become a front-end developer of websites in JS",8359,4.5,https://www.udemy.com/course/javascript-from-beginner-to-expert-bring-life-to-your-site/,Udemy
2730,The Complete C++ Software Building Step By Step HD Course,Learn how to develop dynamic application in C++ from scratch,8358,2.3,https://www.udemy.com/course/the-complete-c-software-building-step-by-step-hd-course/,Udemy
2731,React Course For Complete Beginner,Comprehensive react guide! Learn the basics and advanced of React from scratch.,8354,1.4,https://www.udemy.com/course/complete-react-course-beginner-to-advanced/,Udemy
2732,React Course For Complete Beginner,Comprehensive react guide! Learn the basics and advanced of React from scratch.,8354,1.4,https://www.udemy.com/course/complete-react-course-beginner-to-advanced/,Udemy
2733,How To Make A Wordpress Website -Elementor Page Builder,Learn How To Create a Wordpress Website With Elementor,8351,4.3,https://www.udemy.com/course/how-to-make-a-wordpress-website-with-elementor/,Udemy
2734,Algorithms and Data Structures in C++ (2020),"Learn Algorithms and Data structures in C++, get ready for enginnering interview",8347,3.6,https://www.udemy.com/course/algorithms-and-data-structures-in-c-coding-interview/,Udemy
2735,Complete Oracle JavaFX Bootcamp! Build Real Projects In 2020,Become a better Java developer. Build real Java projects using JavaFX technology. Build up your Java skill with JavaFX,8343,3.4,https://www.udemy.com/course/complete-oracle-javafx-bootcamp-build-real-projects-in-2020/,Udemy
2736,AJAX PHP server side validation JSON response,Create form validation from PHP JSON formatted responses using jQuery AJAX requests sending data to PHP code,8337,3.6,https://www.udemy.com/course/ajax-php/,Udemy
2737,Learn How to Build a Website with jQuery,Learn jQuery in One Month,8333,4.1,https://www.udemy.com/course/learn-how-to-code-jquery/,Udemy
2738,Hello React - React Training for JavaScript Beginners,The Simplest Way to Learn React for Beginners - Line by Line with No Steps Skipped,8330,4.4,https://www.udemy.com/course/hello-react/,Udemy
2739,PHP Graphic Techniques: CAPTCHA/ Create a verification code,All course examples have been proved to work under PHP5,8330,4.7,https://www.udemy.com/course/php-graphic-techniques-captcha-watermark-crop-thumbnail/,Udemy
2740,The Build a SAAS App with Flask Course,"Build a real world web app with Python, Flask and Docker. Learn to accept payments with Stripe and so much more.",8326,4.5,https://www.udemy.com/course/the-build-a-saas-app-with-flask-course/,Udemy
2741,Python for beginners : Learn in 3 hours,"Step By Step Python Programming Tutorial For Beginners,Learn From the very basics",8323,3.8,https://www.udemy.com/course/python-for-absolute-beginners/,Udemy
2742,React Beginner's Bootcamp 2020,Learn and understand React programming language with hands on lectures from scratch.,8315,2.6,https://www.udemy.com/course/react-beginners-bootcamp-2020/,Udemy
2743,AWS CloudFormation - Simplified | Hands On with YAML,"An awesome journey from AWS CloudFormation to Continuous Integration, Continuous Delivery & Infrastructure as Code.",8311,4.6,https://www.udemy.com/course/aws-cloudformation-simplified-hands-on-learning/,Udemy
2744,Windows PowerShell Boot Camp,Learn PowerShell scripting from the ground up. You will write PowerShell scripts like a pro upon completion.,8309,3.7,https://www.udemy.com/course/powershell-training/,Udemy
2745,Create A Dropshipping Website With Wordpress,Learn how to start your own dropshipping business and website with wordpress step by step,8299,4.4,https://www.udemy.com/course/create-a-dropshipping-website-with-wordpress/,Udemy
2746,Practical Introduction to Machine Learning with Python,Quickly Learn the Essentials of Artificial Intelligence (AI) and Machine Learning (ML),8290,4.6,https://www.udemy.com/course/practical-machine-learning/,Udemy
2747,Learn To Code By Making a 2D Platformer in Unity,Game development made easy. Learn C# using Unity and create your very own 2D Platformer,8283,4.6,https://www.udemy.com/course/unity2dplatformer/,Udemy
2748,Flutter ios&Android App With Firebase Backend (Project Base),Build Complete ios & Android app With Flutter and Firebase Cloud Firestore-You Will Learn Flutter Material design,8278,4.2,https://www.udemy.com/course/flutter-iosandroid-app-with-firebase-backend-project-base/,Udemy
2749,Learn JQuery Programming Practically,Learn web development using JQuery programming practically from scratch.,8275,3.2,https://www.udemy.com/course/learn-jquery-programming-practically/,Udemy
2750,Learn jQuery for beginners web development,Quick and easy Guide to working with jQuery Learn to add jQuery to your webpages most popular JavaScript library website,8270,4.1,https://www.udemy.com/course/quick-learning-jquery-web-development/,Udemy
2751,Projects in iOS,Learn iOS development building projects,8268,4,https://www.udemy.com/course/projects-in-ios/,Udemy
2752,Algorithms Bootcamp in C++,"Recursion, backtracking, dynamic programming and data structures (linked lists, queues, stacks and binary search trees)",8259,4.3,https://www.udemy.com/course/algorithms-bootcamp-in-c/,Udemy
2753,Backbone Tutorial: Learn Backbonejs from Scratch,"A collection of hands-on, step-by-step, bite-sized Backbone tutorials covering fundamentals of Backbone.",8252,4.5,https://www.udemy.com/course/backbonejs-tutorial/,Udemy
2754,Android Game Development : Build a Math based Game,Hone your programming skills by making a complete math-based game using only Android Studio and Java,8246,4.6,https://www.udemy.com/course/android-game-development-step-by-step/,Udemy
2755,The complete front-End series with frameworks and projects,Learn the complete web development with worlds most powerful framework Bootstrap and with examples + five projects,8242,3.2,https://www.udemy.com/course/the-complete-front-end-series-with-frameworks-and-projects/,Udemy
2756,The Complete Front-End Web Development: Start your journey!,"Become a front-end web developer in 2020! Learn HTML, CSS, JavaScript, jquery, Bootstrap and start your career.",8231,4.3,https://www.udemy.com/course/the-complete-front-end-web-development-start-your-journey/,Udemy
2757,Learn Programming with Python,Learn the fundamental programming concepts with Python. This course is for beginners to intermediate level.,8230,3.8,https://www.udemy.com/course/learn-programming-with-python/,Udemy
2758,Test and improve your Java skills,Great course to improve Java skills and it will help you in your Java interview for Java related questions,8227,4.2,https://www.udemy.com/course/improve-java-skills/,Udemy
2759,The Certification Course Of Java,A beginners guide to learn Java. Learn some basics and advanced programming of Java.,8219,2.5,https://www.udemy.com/course/learn-java-from-scratch-s/,Udemy
2760,Agile Software Testing - Techniques and Tools,"Agile Software Testing: Methodologies and Testing Approaches, Techniques and Tools",8210,4.4,https://www.udemy.com/course/agile-software-testing-techniques-and-tools/,Udemy
2761,Learn Git by Doing: A step-by-step guide to version control,Learn the basics of Git through detailed and easy to follow along screencasts. Start using Git today!,8206,4.4,https://www.udemy.com/course/learn-git-by-doing-a-step-by-step-guide-to-version-control/,Udemy
2762,SDET/Test Architect Essentials -Road to Full stack QA,Advanced Tutorial to Learn essential skills needed to transform your career from QA Engineer to SDET/Test Architect,8206,4.5,https://www.udemy.com/course/sdettraining-testarchitect-fullstackqa/,Udemy
2763,"Python training, from scratch to penetration tester",Thousands of jobs are waiting for python developers. Learn to make your own penetration testing GUI tools.,8202,4.1,https://www.udemy.com/course/python-training-from-scratch-to-penetration-tester/,Udemy
2764,Dermatology: Trip to skin,Novosibirsk State University,8200,4.4,https://www.coursera.org/,Coursera
2765,Learn SQL +Security(pen) testing from Scratch,Step by step Tutorial to learn SQL and Web Security testing with real time examples,8191,4.6,https://www.udemy.com/course/database-testing-tutorial/,Udemy
2766,Projects in AngularJS - Learn by building 10 Projects,Learn professional web development in AngularJS while building ten unique web apps,8187,4,https://www.udemy.com/course/learn-angularjs-development/,Udemy
2767,Assembly Language Adventures: Complete Course,Learn the language of your computer,8180,4.5,https://www.udemy.com/course/x86-asm-foundations/,Udemy
2768,Ultimate Java Development and Certification Guide,Learn to program in java and become a Oracle Java certified developer,8178,3.6,https://www.udemy.com/course/ultimate-java-development-and-certification-guide/,Udemy
2769,"Node.js, Express, MongoDB Bootcamp 2020 - with Real Projects","Master Node, Express & MongoDB by building real-world apps with Authentication, File Uploads, WebScrapping, Deployment..",8168,4.4,https://www.udemy.com/course/nodejs-express-mongodb-bootcamp-with-real-projects/,Udemy
2770,Quality Assurance Mastery - Manual Software Testing,Become Quality Assurance Engineer as a Complete Beginner. QA Masterclass for Junior QA Engineers.,8166,4.2,https://www.udemy.com/course/quality-assurance-manual/,Udemy
2771,Mobile Game Development with Unity 3D,"Learn mobile game development with Unity 3D. Build once, publish anywhere.",8161,4,https://www.udemy.com/course/mobile-game-development-with-unity-3d/,Udemy
