index,Title,Summary,Enrollment,Stars,Link,Website
9536,"Oracle APEX 19 : SQL, PL/SQL to Web Application Development","Learn with ease to build web application with Oracle sql, pl/sql, APEX through cloud without any installation.",168,4,https://www.udemy.com/course/oracle-apex-19-sql-plsql-to-web-application-development/,Udemy
9537,Redux with React JS: Learn Redux with Modern React JS,"Learn Redux, React Router and React Portals with my React JS Redux course. Master with Redux and create React app",168,4.6,https://www.udemy.com/course/redux-with-react-learn-redux-with-modern-react/,Udemy
9538,Unity for NON-CODERS - Learn 2d and 2.5d Game development,Learn to create games in Unity without the steep learning curve when learning to code,168,4.4,https://www.udemy.com/course/unity-for-non-coders-2d/,Udemy
9539,Webpack for React Applications,Learn everything needed to build your own modern stateful web applications,168,4.4,https://www.udemy.com/course/webpack-for-react-applications/,Udemy
9540,API Testing BootCamp with SoapUI (OpenSource),"Become a Pro in API Testing - REST, WSDL-SOAP, API Load Testing ,Mocking all with SOAPUI.",167,3.5,https://www.udemy.com/course/api-testing-bootcamp-with-soapui-opensource/,Udemy
9541,Building a Multi Layer .NET Core 3.1 Web API from Zero,"Building a Multi Layer .NET Core 3.1 Web API from Scratch (SQL Server -EF Core-, MongoDB, Authentication with JWT )",167,4.1,https://www.udemy.com/course/building-a-multi-layer-net-core-3x-web-api-from-zero/,Udemy
9542,Complete Git and Github Course,Understand true power of GIT and github,167,4.7,https://www.udemy.com/course/complete-git-and-github-course/,Udemy
9543,Hands-On Kubernetes Networking,Understand network configurations and implementations in a distributed environment using Kubernetes,167,4,https://www.udemy.com/course/hands-on-kubernetes-networking/,Udemy
9544,Learn To Build A Financial App in iOS,Build an advance ios app using database and charts from scratch,167,3.7,https://www.udemy.com/course/learn-to-build-a-financial-app-in-ios/,Udemy
9545,Mastering Alexa for Business,Learn Alexa for business to set up an Alexa powered organization,167,4.1,https://www.udemy.com/course/mastering-alexa-for-business/,Udemy
9546,SaasiFy - Build a complete SAAS App this weekend,Build the features common to all SAAS apps so that you can work on your application logic right now,167,4.8,https://www.udemy.com/course/saasify-build-a-complete-saas-app-this-weekend/,Udemy
9547,The Complete Python Pandas Developer Course,Learn how to leverage the power of pandas for efficient scientific computation and data analysis.,167,4.4,https://www.udemy.com/course/complete-python-pandas-developer-course/,Udemy
9548,Basic Statistics and Data Mining for Data Science,"Enter the world of Statistics, Data Analysis and Data Science!",166,3.9,https://www.udemy.com/course/basic-statistics-and-data-mining-for-data-science/,Udemy
9549,"Beginner: Build WordPress Website , No Coding Required","No programming, No Experience. Create Your Own Professional Beautiful Responsive WordPress Website",166,4.3,https://www.udemy.com/course/create-own-professional-wordpress-website-no-coding-required/,Udemy
9550,Build a Responsive Real World Website in HTML5 and CSS3,Only Course you need to learn Responsive Web Development in HTML5 and CSS3. Everything explained in great details!,166,3.6,https://www.udemy.com/course/responsive-web-design-start-to-finish/,Udemy
9551,Build a Responsive Real World Website in HTML5 and CSS3,Only Course you need to learn Responsive Web Development in HTML5 and CSS3. Everything explained in great details!,166,3.6,https://www.udemy.com/course/responsive-web-design-start-to-finish/,Udemy
9552,"Create an E-commerce website, App and connect them",Build a responsive WordPress website with tons of features and a App that fetches the site data using Ionic framework,166,3.9,https://www.udemy.com/course/site2app/,Udemy
9553,Data Structures And Algorithms In PHP,"Linked list, Stacks, Queues And Interview Problems",166,3.4,https://www.udemy.com/course/data-structures-and-algorithm-in-php-part-one/,Udemy
9554,HTML & CSS Guide - Create your First Website in 2020,"Create webpages in an easy way step by step, using HTML , CSS, Flexbox and become a modern web developer (with projects)",166,4.1,https://www.udemy.com/course/html-for-beginners-create-your-first-website/,Udemy
9555,Unity Game Tutorial: Match 3 - 3D Game,Match 3 Game Tutorial how to create a Match 3 like Candy Crush Saga in Unity 3D Game Engine.,166,3.8,https://www.udemy.com/course/unity-game-tutorial-match-3-3d-game/,Udemy
9556,Android Complete Guide for Firebase and ML using Kotlin,"Build chat app, use machine learning, login with different social media accoutns and many more",165,3.5,https://www.udemy.com/course/android-complete-guide-for-firebase-and-ml-using-kotlin/,Udemy
9557,"C# Projects, Boost your Skills and Build Awesome C# Apps",Move Your C# Programming Skills to The next level By Building Awesome New Project Ideas *For Beginners*,165,4.5,https://www.udemy.com/course/c-sharp-projects-build-awesome-apps/,Udemy
9558,"C# Projects, Boost your Skills and Build Awesome C# Apps",Move Your C# Programming Skills to The next level By Building Awesome New Project Ideas *For Beginners*,165,4.5,https://www.udemy.com/course/c-sharp-projects-build-awesome-apps/,Udemy
9559,Constructing a Complete FileMaker 16 CRM - Part 2,"Learn FileMaker 16 Scripting, Calculations, Relationships and Reporting while building a Contact Manager",165,4.6,https://www.udemy.com/course/constructing-a-complete-filemaker-16-crm-part-2/,Udemy
9560,Demystifying Bitwise Operations In C,Important and Common Uses of Lower Level Operations in C and C++,165,4.7,https://www.udemy.com/course/demystifying-bitwise-operations-in-c/,Udemy
9561,Finest Laravel Course - Learn from 0 to ninja with ReactJS,"Master the latest features in laravel by building Projects, API, ReactJS and many more.",165,4.9,https://www.udemy.com/course/finest-laravel-course/,Udemy
9562,Getting Started with Flutter and Firebase,Build a Complete Serverless Mobile App with Google Flutter and Firebase,165,4.5,https://www.udemy.com/course/getting-started-with-flutter-and-firebase/,Udemy
9563,How to Start a Travel Blog,How to build a Travel Blog Quickly - Step by Step - From Start to Finish,165,4.5,https://www.udemy.com/course/how-to-start-a-travel-blog/,Udemy
9564,A Beginner introduction to Natural Language Processing,Learn Natural Language Processing ( NLP ) with ML,164,3.7,https://www.udemy.com/course/natural-language-processing-bootcamp/,Udemy
9565,Advanced QlikView 12 for Developers,Design powerful dashboards with QlikView for BI solutions,164,4.1,https://www.udemy.com/course/advanced-qlikview-12-for-developers/,Udemy
9566,AWS CodePipeline Step by Step,"Learn AWS CodePipeline with CodeCommit, CodeBuild & CodeDeploy from an AWS certified expert in detail with examples!",164,4.7,https://www.udemy.com/course/aws-codepipeline-step-by-step/,Udemy
9567,Getting Started with Python Web Scraping,See the in-depth capabilities of Python’s web scraping tools,164,4.1,https://www.udemy.com/course/getting-started-with-python-web-scraping/,Udemy
9568,JobEasy: Git Crash Course for QA Automation Engineers,Learn how to use Git in under One Hour,164,4.8,https://www.udemy.com/course/jobeasy-git-crash-course-for-qa-automation-engineers/,Udemy
9569,Learn Kotlin and build 2 basic android apps from scratch,Learn kotlin programming language from scratch and make 2 basic Android apps on kotlin.,164,4.2,https://www.udemy.com/course/learn-kotlin/,Udemy
9570,"Machine Learning with Python, scikit-learn and TensorFlow","Apply Machine Learning techniques to solve real-world problems with Python, scikit-learn and TensorFlow",164,3.2,https://www.udemy.com/course/machine-learning-with-python-scikit-learn-tensorflow/,Udemy
9571,Python OpenCV Based GUI Application Development using PyQt5,Create stunning professional looking image processing Python OpenCV GUI application easily.,164,4.4,https://www.udemy.com/course/python-opencv-pyqt5/,Udemy
9572,Salesforce Integration Course : SOAP API,Simple way to learn : Salesforce API Programming using SOAP API,164,4.3,https://www.udemy.com/course/salesforce-integration-course-soap-api/,Udemy
9573,"Vue & Django Full Stack: web app, backend API","Vue single page web app, Django 2 REST API with Python 3",164,3.9,https://www.udemy.com/course/vue-and-django-full-stack/,Udemy
9574,Writing Functional Design Document(Real Time Project Based),Writing Effective Functional Specification Document(FSD)/FD in Information Technology Based on Real Time Project Example,164,3.4,https://www.udemy.com/course/writing-functional-design-documentreal-time-project-based/,Udemy
9575,AI for Finance,Explore Machine Learning methods to predict future financial events based on past data,163,3.3,https://www.udemy.com/course/ai-for-finance/,Udemy
9576,App Store Success : How To Make Money With Apps,App Store Business Tips From A Real iOS & Android App Developer With True App Store Optimization ( ASO ) Experience,163,3.5,https://www.udemy.com/course/appstore-success/,Udemy
9577,Application and prototype development with QML & Qt5,Build beautiful User Interfaces easy and efficiently using QML!,163,4.4,https://www.udemy.com/course/application-and-prototype-development-with-qml-qt5/,Udemy
9578,Build an e-learning website using React and Redux,the actual web system skills,163,2.2,https://www.udemy.com/course/build-an-e-learning-website-using-react-and-redux/,Udemy
9579,Core Web Development 1: Get used to the basics,Focus on getting a foundation in the web development basics,163,4.5,https://www.udemy.com/course/core-web-development-1/,Udemy
9580,HTML5 & CSS3 ♦ Build responsive website from scratch,Learn and summarize information about basic HTML and CSS responsive website.,163,3.9,https://www.udemy.com/course/html-5-css-3-make-a-basic-responsive-website/,Udemy
9581,Learn MariaDB : A Beginner to Advanced Guide,Galera Cluster Building & Executing queries on MariaDB,163,3.5,https://www.udemy.com/course/learn-mariadb-a-beginner-to-advanced-guide/,Udemy
9582,Python Searching & Sorting Algorithms - A Practical Approach,Implement searching and sorting Algorithms in Python and learn how they work through engaging animations and projects.,163,4.5,https://www.udemy.com/course/python-searching-sorting-algorithms/,Udemy
9583,The Beginning of AI,The Three Branches of AI that will change our lives,163,4.4,https://www.udemy.com/course/the-beginning-of-ai/,Udemy
9584,Artificial Intelligence Projects with Python-HandsOn: 2-in-1,Hands-on projects that simplify your first steps into the world of artificial intelligence with Python,162,3.5,https://www.udemy.com/course/artificial-intelligence-projects-with-python-handson-2-in-1/,Udemy
9585,Building Serverless Applications with Spring and AWS,"Go Serverless! Build, deploy & manage apps with Spring Framework & Spring Cloud Functions in AWS",162,3.6,https://www.udemy.com/course/building-serverless-applications-with-spring-and-aws/,Udemy
9586,Hands-On MERN Stack Web Development,"Learn Node.js, Express, MongoDB, and React by building a web application from Scratch!",162,3.9,https://www.udemy.com/course/hands-on-mern-stack-web-development/,Udemy
9587,How to become successful QA Tester in Computer Networks,"Networking fundamentals for SW Testing products like Switch, Router, Analyzers. Learn protocols and packets technology.",162,4.2,https://www.udemy.com/course/how-to-become-successful-qa-tester-in-computer-networks/,Udemy
9588,iOS 11 & Swift 4 - Making an onboarding for your iOS app,Learn how to create a nice onboarding for iOS 11 step by step. Using Xcode 9 and Swift 4.,162,4.8,https://www.udemy.com/course/ios-11-swift-4-making-an-onboarding-for-your-ios-app/,Udemy
9589,Let's get Firebase and Play Games in Unity - It's not easy.,Expand your game with online features from Firebase and Play Games Services in Unity 2018,162,4.4,https://www.udemy.com/course/integrate-firebase-into-unity-with-play-games-services/,Udemy
9590,Let's get Firebase and Play Games in Unity - It's not easy.,Expand your game with online features from Firebase and Play Games Services in Unity 2018,162,4.4,https://www.udemy.com/course/integrate-firebase-into-unity-with-play-games-services/,Udemy
9591,Mastering WPF and the MVVM Pattern [New Audio],A well planned course on WPF for Professionals and Starters; I deal with the MV-VM Pattern in depth over this course.,162,3.7,https://www.udemy.com/course/mastering-wpf-and-the-mvvm-pattern/,Udemy
9592,Mastering WPF and the MVVM Pattern [New Audio],A well planned course on WPF for Professionals and Starters; I deal with the MV-VM Pattern in depth over this course.,162,3.7,https://www.udemy.com/course/mastering-wpf-and-the-mvvm-pattern/,Udemy
9593,Nail WPF in less than an hour,Get the WPF basics under your belt. This course will give you a head-start in WPF in less than one hour and its fun!,162,4,https://www.udemy.com/course/nail-wpf-in-30-minutes/,Udemy
9594,Publish your SplishSplash iPhone game to iTunes store today,Complete video lectures to get you to publish a top iOS game to the iTunes app store. Ads & in-app purchase integrated,162,3.9,https://www.udemy.com/course/publish-your-splishsplash-iphone-game-to-itunes-store-today/,Udemy
9595,Starting with REST API's,"Representational State Transfer (It is sometimes spelled ""ReST"")",162,3.7,https://www.udemy.com/course/starting-with-rest-apis/,Udemy
9596,Graph Algorithms for AI in Games,Understand Graph Algorithms to create your own game in AI,161,3,https://www.udemy.com/course/graph-algorithms-for-ai-in-games/,Udemy
9597,HOT & NEW : Build a Full Platform Game With Construct 2 or 3,Complete walkthrough of a Platform game using the Construct 2 platform. Follow along as you take the course and learn.,161,4.2,https://www.udemy.com/course/build-a-platform-game-with-construct-2-or-3/,Udemy
9598,LEARNING PATH: Learning Docker and Kubernetes,Leverage the lethal combination of Docker and Kubernetes to automate deployment and management of Docker applications,161,4.2,https://www.udemy.com/course/learning-path-learning-docker-and-kubernetes/,Udemy
9599,Learning path: React: Master Design Patterns with React,Ascend your application development skills by building scalable and modular apps using powerful design patterns of React,161,3.4,https://www.udemy.com/course/learning-path-react-master-design-patterns-with-react/,Udemy
9600,Modern App Development with C# 8 and .NET Core 3.0,"Build amazing cross-device and cross-platform applications—web, mobile, and desktop alike with new C# and .NET Core",161,3.7,https://www.udemy.com/course/modern-app-development-with-c-8-and-net-core-30/,Udemy
9601,RESTful Web API Design with Node.js - Second Edition,Explore the practical side of REST to build data-centric applications with Node,161,3.6,https://www.udemy.com/course/restful-web-api-design-with-nodejs-second-edition/,Udemy
9602,Testing Statistical Hypotheses in Data science with Python 3,Parametric and nonparametric hypotheses testing using Python 3 advanced statistical libraries with real world data,161,4.3,https://www.udemy.com/course/testing-statistical-hypotheses-in-data-science-with-python-3/,Udemy
9603,Build a chatbot for your Drop Shipping Business,Build a Chatbot for Facebook Messenger using Chatfuel to increase sales and attract more customers,160,4,https://www.udemy.com/course/drive-sales-to-your-drop-shipping-business-over-a-chatbot/,Udemy
9604,Data Science for AI and Machine Learning Using Python,Become Data Science (Machine Learning) professional by learning from Data Science professional,160,4.2,https://www.udemy.com/course/data-scientist-for-ai-and-machine-learning-using-python/,Udemy
9605,Hands-On Statistical Predictive Modeling,Data Science at your fingertips: build statistical predictive models to make predictions based on data,160,4.1,https://www.udemy.com/course/hands-on-statistical-predictive-modeling/,Udemy
9606,JavaScript from scratch for web developers,JavaScript programming tutorial from scratch specifically for ASP.NET web developers,160,4.1,https://www.udemy.com/course/javascript-tutorial-from-scratch/,Udemy
9607,Mastering ASP.NET 4 Using C# - Part 2,Explore ASP.NET Data Web Controls - Step By Step,160,3.8,https://www.udemy.com/course/masteringaspnetpart2/,Udemy
9608,Smart Websites Design (Building) and Development Course 2020,"The Complete All-In-One Website Development Course using WordPress, Magento, Joomla & Drupal from Beginner to Advanced.",160,4.2,https://www.udemy.com/course/smart-websites-design-building-development-course-2018/,Udemy
9609,Testing REST APIs using Postman,"Manual and Automated Testing, Collections, Environment Variables, Mock Servers, Monitors",160,4.2,https://www.udemy.com/course/testing-rest-apis-using-postman/,Udemy
9610,Big Data Analytics With Apache Hadoop Stack,Unlock the power of your data with Apache Hadoop ecosystem.,159,4.2,https://www.udemy.com/course/big-data-apache-hadoop-stack-course/,Udemy
9611,Building microservices using asp.net core 5.0 and docker,"Building Event-Driven Microservices apps Using AspNet Core 5.0, Rabbitmq, Masstransit, Face detection and SignalR Core",159,4.1,https://www.udemy.com/course/microservices-using-aspnet-core-5-and-docker-rabbitmq-facedetection/,Udemy
9612,Data Science and Machine Learning with Java,"Load, clean, analyze, and visualize your data in Java. Develop ML and DL models working on real-world projects",159,4.1,https://www.udemy.com/course/data-science-and-machine-learning-with-java/,Udemy
9613,Decentralized App Development with Blockchain-Novice to Pro!,Build decentralized gaming application using Ethereum! Blockchain projects which establish security using Hyperledger.,159,4.3,https://www.udemy.com/course/decentralized-app-development-with-blockchain-novice-to-pro/,Udemy
9614,Digital Design from Scratch,Using VHDL in FPGAs from the ground up,159,4.5,https://www.udemy.com/course/digital-design-from-scratch/,Udemy
9615,Hands-On Continuous Integration and Delivery with Jenkins X,Build and deliver modern cloud applications—fast!,159,4.7,https://www.udemy.com/course/hands-on-continuous-integration-and-delivery-with-jenkins-x/,Udemy
9616,iOS Firebase Masterclass - Real time Database and Firestore,"Learn Authentication, Cloud Functions, Crashytics, Ads, a Multiplayer game, Push notifications and more.",159,4.5,https://www.udemy.com/course/ios-firebase-masterclass/,Udemy
9617,Master Microsoft Azure 2017,Learn Microsoft Azure and get into modern cloud business,159,4.4,https://www.udemy.com/course/70-532-developing-microsoft-azure-solutions-certification/,Udemy
9618,PHP Fundamentals 2019,Learn Server Side Development with PHP and Earn the PHP Developer Fundamentals Certification,159,4.3,https://www.udemy.com/course/php-fundamentals-2019/,Udemy
9619,Augmented Reality Project : Image Targeted Video Playback,"Using Qualcomm's Vuforia with Unity3D combined, you can make your own Augmented Reality Application on Android Devices",158,3.6,https://www.udemy.com/course/augmented-reality/,Udemy
9620,Data modeling and Relational database design,Use Oracle SQL Data modeler for Data modeling and Database design. Professional approach to design and maintain Database,158,3.5,https://www.udemy.com/course/data-modelling-and-relational-database-design/,Udemy
9621,HTML5 MasterClass Using Video & Audio in HTML5,Learn how to take advantage of the new Video and Audio features in HTML5. A HTML5 MasterClass from Infinite Skills,158,4.3,https://www.udemy.com/course/html5-masterclass-using-video-audio-in-html5/,Udemy
9622,Laravel 8.x: Live Chat With Pusher,Live Chat With Pusher,158,4.5,https://www.udemy.com/course/live-chat-with-pusher/,Udemy
9623,Learn Pro Advanced Python Programming,Become a Professional Python Programmer by learning Advance Level Programming & using them to make real Applications,158,4.6,https://www.udemy.com/course/learn-pro-advanced-python-programming/,Udemy
9624,machine learning and neural networks mini case studies,The red or the blue pill Neo?,158,4.1,https://www.udemy.com/course/machine-learning-and-neural-networks-mini-case-studies/,Udemy
9625,Mastering CSS,Earn your CSS Specialist Certification while Learning the Language of Style and Design,158,4.7,https://www.udemy.com/course/mastering-css-2019/,Udemy
9626,"React for Beginners: Build an App, & Learn the Fundamentals","All React, No Distractions. This course will stick to the fundamentals, and guide you through creating your first app",158,4.2,https://www.udemy.com/course/react-for-beginners-build-an-app-and-learn-the-fundamental/,Udemy
9627,"Siemens WinCC SCADA Programming, SCADA1 ( Basic )",This course is a great push for any one who want to start in SCADA Programming career Code: DISCOUNT9,158,3.9,https://www.udemy.com/course/siemens-wincc-scada/,Udemy
9628,The Python Test: Test your Python Skills!,Applying for a Python related job? or going for a Python certification? or Just curious about Python secret stuff?,158,3.8,https://www.udemy.com/course/the_python_test/,Udemy
9629,Web Development with Elm,Learn Elm and excel in functional programming,158,2.8,https://www.udemy.com/course/web-development-with-elm/,Udemy
9630,GitHub for XCode (Swift/Objective-C) create a beautiful app,GitHub for XCode learn how to create a beautiful app coding collaborating in the cloud. Working solo or in colaboration,157,4.3,https://www.udemy.com/course/learn-github/,Udemy
9631,"Multilingual CMS Website with PHP, MySQL, jQuery","Learn how to build a Multilingual Content Management System with PHP, MySQL and jQuery.",157,3.9,https://www.udemy.com/course/multilingual-cms/,Udemy
9632,Mysql master and slave replication,"As Oracle dataguard, let setup a Mysqk rReplication between the master and slave databases.",157,3.7,https://www.udemy.com/course/mysql-master-and-slave-replication/,Udemy
9633,ROS : Simulating Autonomous Drone with Path Planning SLAM,With Robot Operating System Drive Drones autonomously with Navigation stack,157,3.4,https://www.udemy.com/course/robotics-with-ros-autonomous-drone-with-path-planning-slam/,Udemy
9634,Building a Super Smash Bros. Fighting Game in Unity,"Use Unity and C# to build a Super Smash Bros. style fighting game including combo moves, enemy AI, and engaging levels!",156,4.2,https://www.udemy.com/course/building-a-super-smash-bros-fighting-game-in-unity/,Udemy
9635,Complete 35 Projects: Unity VR Games with C# & iPhone Apps,"+Make 3D models in Blender, get 2 free books, & 6 webinars! C#, Swift, Xcode, virtual reality, hangman, calculator +MORE",156,4.2,https://www.udemy.com/course/unitygamesiphoneapps/,Udemy
9636,Configuring SharePoint 2013 Server for Apps Development,Configure SharePoint 2013 Server for Apps Development in Easy Steps,156,4.2,https://www.udemy.com/course/configuringsharepoint2013server/,Udemy
9637,Configuring SharePoint 2013 Server for Apps Development,Configure SharePoint 2013 Server for Apps Development in Easy Steps,156,4.2,https://www.udemy.com/course/configuringsharepoint2013server/,Udemy
9638,DevOps with Azure in Practice!,A practical guide to automating builds and delivering software more reliably with DevOps projects on Azure,156,3.5,https://www.udemy.com/course/devops-with-azure-in-practice/,Udemy
9639,Easy & Fast Website Creation Using WordPress 5.5.1 Sep 2020,Learn how to use the latest wordpress version to create your website fast.,156,4.6,https://www.udemy.com/course/easy-fast-websites-creation-using-wordpress/,Udemy
9640,Easy & Fast Website Creation Using WordPress 5.5.1 Sep 2020,Learn how to use the latest wordpress version to create your website fast.,156,4.6,https://www.udemy.com/course/easy-fast-websites-creation-using-wordpress/,Udemy
9641,Minecraft Server: Beginners guide,Simple and easy guide to starting your own Minecraft server. (and even profit from it),156,4.4,https://www.udemy.com/course/creatingaminecraftserver/,Udemy
9642,Model Driven Architecture,"An introductory course about understanding the principles, process, models and tools of model driven architecture.",156,2.3,https://www.udemy.com/course/model-driven-architecture/,Udemy
9643,Python GUI Programming : Create 9 Desktop Applications,Create Practical and useful Desktop Application with Python step by step. Source Code for all projects included.,156,4.1,https://www.udemy.com/course/python-gui-programming-create-9-desktop-applications/,Udemy
9644,50 Things You've Been Doing Wrong in C# and .NET Core,Avoid common C# mistakes to improve your apps' productivity,155,4.4,https://www.udemy.com/course/50-things-youve-been-doing-wrong-in-c-and-net-core/,Udemy
9645,Become a Modern Web Developer,Learn cutting edge web development skills to stay ahead of your peers,155,3.8,https://www.udemy.com/course/become-a-modern-web-developer/,Udemy
9646,Creating a Vertex Painter in Unity 3D,"Learn how to create a fully interactive painting tool in Unity 3D, from scratch, using C# and MonoDevelop.",155,4.3,https://www.udemy.com/course/creating-a-vertex-painter-in-unity-3d/,Udemy
9647,Creating Windows Apps with Visual Studio 2013,"Learn how to create Windows based Apps using Visual Basic. I cover planning an app, designing the interface & coding.",155,3.9,https://www.udemy.com/course/creating-windows-apps-with-visual-studio/,Udemy
9648,E-Commerce in Codeigniter step by step guide from scratch,Learn E-Commerce in CodeIgniter step by step from scratch compatible with Codeigniter 3.X and above,155,3.5,https://www.udemy.com/course/e-commerce-in-codeigniter-step-by-step-guide-from-scratch/,Udemy
9649,Game Design Concept Art Intro: Digital Environment Drawing,"Blender, SketchUp, Fundamentals, Workflow, Sketching, Photoshop, Reference Research, Concept Game Development, 2D, 3D",155,3.9,https://www.udemy.com/course/game-design-concept-art-intro-digital-environment-drawing/,Udemy
9650,Gatsby JS & Shopify: Gatsby ecommerce sites [Gatsby 2020],Gatsby e-commerce stack! Use Gatsby JS & Shopify lite to build Gatsby ecommerce stores (with dynamic cart & checkout!),155,4.7,https://www.udemy.com/course/gatsby-ecommerce-shopify/,Udemy
9651,React + Spring Boot Microservices and Spring Cloud,"React, Spring Boot, Spring Cloud, Eureka Discovery, Zuul Gateway, MySQL, Liquibase, Lombok, Hibernate, Rest Repositories",155,3.8,https://www.udemy.com/course/react-spring-boot-microservices-and-spring-cloud/,Udemy
9652,The Complete Uber/Lyft Android App Development Course,Learn how to build a complete ride sharing app like Uber/Lyft with this complete Android course.,155,2.7,https://www.udemy.com/course/the-complete-uberlyft-android-app-development-course/,Udemy
9653,Tricks to Import Huge Amount of Data Into Odoo in Seconds,Regularly import million of external records FAST!,155,4.5,https://www.udemy.com/course/import-huge-amount-of-data-into-odoo-in-seconds/,Udemy
9654,Create a Photo Sharing iOS app with Firebase and Swift 4,An advanced course from intermediate to expert,154,4.1,https://www.udemy.com/course/create-a-photo-sharing-ios-app-with-firebase-and-swift-4/,Udemy
9655,Create a Photo Sharing iOS app with Firebase and Swift 4,An advanced course from intermediate to expert,154,4.1,https://www.udemy.com/course/create-a-photo-sharing-ios-app-with-firebase-and-swift-4/,Udemy
9656,Create an Augmented Reality Game using Unity 3D in 1 Hour!,Learn how to create an Augmented Reality game in 1 hour!,154,3,https://www.udemy.com/course/unity3d-create-an-augmented-reality-balancing-game/,Udemy
9657,Ruby on Rails 6: Products Subscription Application,Integration of Stripe Payment and PSI compliance,154,4.5,https://www.udemy.com/course/ruby-on-rails-6-products-subscription-application/,Udemy
9658,Serverless JavaScript by Example,Become dexterous with live demonstrations on serverless web development,154,4.2,https://www.udemy.com/course/serverless-javascript-by-example/,Udemy
9659,Serverless JavaScript by Example,Become dexterous with live demonstrations on serverless web development,154,4.2,https://www.udemy.com/course/serverless-javascript-by-example/,Udemy
9660,An Advanced Guide for Apache Hive: A Hadoop Ecosystem Tool,Learn Apache Hive SQL Layer on Apache Hadoop,153,4.3,https://www.udemy.com/course/an-advanced-guide-for-apache-hive-a-hadoop-ecosystem-tool/,Udemy
9661,Android Retrofit 2 complete course in Kotlin,Learn to use all features of Retrofit for your Android network communication requirements,153,4.2,https://www.udemy.com/course/retrofit/,Udemy
9662,C# Unity® and Swift 4 Masterclass: Make Games and Apps,"Includes FREE eBook, source code, and art assets! Make a 3D Portals game in Unity® and Blender. Make apps for iOS 11.",153,4.2,https://www.udemy.com/course/cunitygames-swift4apps/,Udemy
9663,Deploy Django on VPS Ubuntu Apache Nginx uWSGI systemctl AWS,Learn how you can setup a VPS that can host multiple Django applications as well as applications from other technologies,153,3.6,https://www.udemy.com/course/deploy-django-on-vps-ubuntu-apache-nginx-uwsgi-systemctl-aws/,Udemy
9664,JSF - building complete CMS with Java and JavaServer Faces,"Build responsive multilanguage content management system from scratch to finish with JavaServer Faces, MySQL, Primefaces",153,3.4,https://www.udemy.com/course/jsf-building-complete-cms-with-java-and-javaserver-faces/,Udemy
9665,Learn CakePHP 3 Advanced Techniques,Become a CakePHP 3 Guru. Learn Advanced Techniques.,153,4.3,https://www.udemy.com/course/cakephp-3-advanced-techniques/,Udemy
9666,Learn esri ArcGIS Online (essentials),Learn esri ArcGIS Online essential topics for (Public Accounts - Organizational Accounts and Developer Accounts),153,3,https://www.udemy.com/course/learn-esri-arcgis-online-essentials/,Udemy
9667,Learning Path: Elasticsearch Integration with PHP & Laravel,Perform advanced search and analytics on your web applications using Elasticsearch,153,3.4,https://www.udemy.com/course/learning-path-elasticsearch-integration-with-php-laravel/,Udemy
9668,Learning Path: Mastering Ember.js Application Development,"Get started with building blazing-fast, high performance apps with Ember",153,3.4,https://www.udemy.com/course/learning-path-mastering-emberjs-application-development/,Udemy
9669,Learning Path: Mastering Ember.js Application Development,"Get started with building blazing-fast, high performance apps with Ember",153,3.4,https://www.udemy.com/course/learning-path-mastering-emberjs-application-development/,Udemy
9670,"Testing Basics, Framework and Test Life Cycle","A guide to understand the core principles of software testing, clear your doubts and start journey into testing world.",153,4,https://www.udemy.com/course/testingframework/,Udemy
9671,"Fullstack Serverless Engineering (AWS, Node.js, React+Redux)","Build cost-efficient, scalable, and fault-tolerant full-stack systems without servers.",152,4.5,https://www.udemy.com/course/proseries-fullstack-serverless/,Udemy
9672,Introduction to Web Accessibility WCAG 2.1,Learn web accessibility and apply best practice WCAG 2.1 accessibility patterns and techniques to your websites,152,4.1,https://www.udemy.com/course/introduction-to-web-accessibility-wcag21/,Udemy
9673,"Mobile App Business 2019 - Develop Plan, Strategy, Marketing","Mobile application plan, strategy, marketing, campaign to generate over a million dollars in sales & 7 million installs",152,4.2,https://www.udemy.com/course/mobile-app-business/,Udemy
9674,Natural Language Processing (NLP) with NLTK and Scikit-learn,Learn to build expert NLP applications and machine learning projects using NLTK and Python library- scikit-learn,152,3.9,https://www.udemy.com/course/natural-language-processing-nlp-with-nltk-and-scikit-learn/,Udemy
9675,PHP Framework Masterclass with 3 Different Complete Projects,"Learn Three PHP MVC Frameworks Codeginetor, Laravel, CakePHP with Complete Three Different Projects 2019",152,4.1,https://www.udemy.com/course/php-framework-masterclass/,Udemy
9676,Angular and ASP.Net Core Integration,Tips and Tricks to Integrate Angular and ASP.Net Core,151,3.5,https://www.udemy.com/course/angular-and-aspnet-core/,Udemy
9677,Automated API Tests using Artificial Intelligence (AI),Learn how to use Artificial Intelligence to convert your Web UI tests into Automated API Tests (REST API),151,3.3,https://www.udemy.com/course/automated-api-tests-using-artificial-intelligence-ai/,Udemy
9678,Complete IOS AWS Developer [Swift4],Develop IOS apps with AWS backend.,151,4.5,https://www.udemy.com/course/complete-ios-aws-developer-swift4/,Udemy
9679,Create CloudKit applications using iOS 9 - Xcode and Swift,Learn to use CloudKit with iOS 9 - Xcode and Swift 2.x,151,3.5,https://www.udemy.com/course/create-cloudkit-applications-using-ios-9-xcode-and-swift/,Udemy
